Norwegian.taxa	Scientific.taxa	m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	catchcategory	aphia	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	25	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	26	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	27	1			2	0.045																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	28	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	29	1			2	0.045																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	30	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	31	1			2	0.035																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	32	1			2	0.045																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	33	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	34	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	35	1			2	0.045																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	36	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	37	1			2	0.045																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	38	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	39	1			2	0.045																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	40	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	41	1			2	0.03																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	42	1			2	0.03																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	43	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	44	1			2	0.05																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	45	1			2	0.045																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	46	1			2	0.03																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	47	1			2	0.03																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	48	1			2	0.04																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	49	1			2	0.03																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2215	12	172877	127137	50	1			2	0.045																																																																										
nordlig lysprikkfisk	Benthosema glaciale	4	2020	1019	9	2215	13	162680	126580	1	1	0.002		2	0.055																																																																										1.05202597189118
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	1	1			1	0.04																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	2	1			1	0.028																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	3	1			1	0.03																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	4	1			1	0.03																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	5	1			1	0.031																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	6	1			1	0.031																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	7	1			1	0.032																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	8	1			1	0.032																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	9	1			1	0.033																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	10	1			1	0.033																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	11	1			1	0.033																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	12	1			1	0.034																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	13	1			1	0.034																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	14	1			1	0.034																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	15	1			1	0.034																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	16	1			1	0.035																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	17	1			1	0.035																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	18	1			1	0.035																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	19	1			1	0.035																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	20	1			1	0.035																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	21	1			1	0.036																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	22	1			1	0.037																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	23	1			1	0.037																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	24	1			1	0.038																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	25	1			1	0.039																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	26	1			1	0.04																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	27	1			1	0.04																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	28	1			1	0.04																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	29	1			1	0.04																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	30	1			1	0.041																																																																										
Norsk storkrill	Meganyctiphanes norvegica	4	2020	1019	9	2215	14	95534	110690	31	1			3	0.04																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	1	1			7	0.0265																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	2	1			7	0.0241																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	3	1			7	0.0227																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	4	1			7	0.0227																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	5	1			7	0.021																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	6	1			7	0.0226																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	7	1			7	0.0217																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	8	1			7	0.0247																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	9	1			7	0.0216																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	10	1			7	0.0187																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	11	1			7	0.0241																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	12	1			7	0.0216																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	13	1			7	0.0232																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	14	1			7	0.0216																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	15	1			7	0.0209																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	16	1			7	0.0222																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	17	1			7	0.0222																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	18	1			7	0.0243																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	19	1			7	0.0195																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	20	1			7	0.0182																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	21	1			7	0.0201																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	22	1			7	0.0237																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	23	1			7	0.0176																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	24	1			7	0.0245																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	25	1			7	0.0229																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	26	1			7	0.026																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	27	1			7	0.0245																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	28	1			7	0.0231																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	29	1			7	0.0262																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	30	1			7	0.0204																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	31	1			7	0.0218																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	32	1			7	0.0227																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	33	1			7	0.0191																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	34	1			7	0.0226																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	35	1			7	0.0185																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	36	1			7	0.021																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	37	1			7	0.0188																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	38	1			7	0.0236																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	39	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	40	1			7	0.0239																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	41	1			7	0.0238																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	42	1			7	0.0212																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	43	1			7	0.0195																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	44	1			7	0.0165																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	45	1			7	0.0207																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	46	1			7	0.0195																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	47	1			7	0.0204																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	48	1			7	0.0161																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	49	1			7	0.0198																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	50	1			7	0.0242																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	51	1			7	0.0205																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	52	1			7	0.0243																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	53	1			7	0.0195																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	54	1			7	0.0188																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	55	1			7	0.0188																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	56	1			7	0.0194																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	57	1			7	0.0174																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	58	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	59	1			7	0.0212																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	60	1			7	0.0232																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	61	1			7	0.0213																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	62	1			7	0.0213																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	63	1			7	0.0231																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	64	1			7	0.0234																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	65	1			7	0.0205																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	66	1			7	0.0215																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	67	1			7	0.0171																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	68	1			7	0.0215																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	69	1			7	0.0195																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	70	1			7	0.0247																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	71	1			7	0.0235																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	72	1			7	0.0181																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	73	1			7	0.0224																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	74	1			7	0.0247																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	75	1			7	0.0253																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	76	1			7	0.02																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	77	1			7	0.0209																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	78	1			7	0.0246																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	79	1			7	0.0176																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	80	1			7	0.0195																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	81	1			7	0.0188																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	82	1			7	0.0215																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	83	1			7	0.0189																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	84	1			7	0.0242																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	85	1			7	0.0182																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	86	1			7	0.022																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	87	1			7	0.0189																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	88	1			7	0.0179																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	89	1			7	0.0211																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	90	1			7	0.022																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	91	1			7	0.0249																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	92	1			7	0.0228																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	93	1			7	0.0202																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	94	1			7	0.023																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	95	1			7	0.0231																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	96	1			7	0.0232																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	97	1			7	0.0224																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	98	1			7	0.0166																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	99	1			7	0.0205																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	15	96967	107649	100	1			7	0.0205																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	16	96967	107649	1	1			7	0.011																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	16	96967	107649	2	1			7	0.0214																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	16	96967	107649	3	1			7	0.0124																																																																										
dypvannsreke	Pandalus borealis	4	2020	1019	9	2215	16	96967	107649	4	1			7	0.0057																																																																										
gråsteinbit	Anarhichas lupus	4	2020	1019	9	2216	2	171341	126758	1	1	0.005		1	0.081																																																																										0.923628187007923
flekksteinbit	Anarhichas minor	4	2020	1019	9	2216	3	171342	126759	1	1			1	0.05																																																																										
flekksteinbit	Anarhichas minor	4	2020	1019	9	2216	3	171342	126759	2	1			1	0.099																																																																										
flekksteinbit	Anarhichas minor	4	2020	1019	9	2216	3	171342	126759	3	1			1	0.097																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2216	4	166756	127254	1	1			2	0.08																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	1	1			1	0.096																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	2	1			1	0.073																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	3	1			1	0.087																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	4	1			1	0.075																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	5	1			1	0.096																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	6	1			1	0.091																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	7	1			1	0.075																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	8	1			1	0.081																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	9	1			1	0.062																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	10	1			1	0.083																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	11	1			1	0.08																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	12	1			1	0.078																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	13	1			1	0.056																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	14	1			1	0.073																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	15	1			1	0.089																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	16	1			1	0.084																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	17	1			1	0.078																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	18	1			1	0.066																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	19	1			1	0.061																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	20	1			1	0.091																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	21	1			1	0.075																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	22	1			1	0.075																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	23	1			1	0.089																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	24	1			1	0.056																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	25	1			1	0.078																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	26	1			1	0.065																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	27	1			1	0.081																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	28	1			1	0.105																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	29	1			1	0.103																																																																										
hyse	Melanogrammus aeglefinus	4	2020	1019	9	2216	5	164744	126437	30	1			1	0.112																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	1	1			1	0.005																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	2	1			1	0.033																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	3	1			1	0.05																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	4	1			1	0.052																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	5	1			1	0.05																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	6	1			1	0.035																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	7	1			1	0.052																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	8	1			1	0.033																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	9	1			1	0.031																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	10	1			1	0.054																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	11	1			1	0.049																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	12	1			1	0.034																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	13	1			1	0.048																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	14	1			1	0.039																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	15	1			1	0.034																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	16	1			1	0.035																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	17	1			1	0.036																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	18	1			1	0.045																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	19	1			1	0.046																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	20	1			1	0.04																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	21	1			1	0.037																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	22	1			1	0.035																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	23	1			1	0.031																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	24	1			1	0.042																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	25	1			1	0.045																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	26	1			1	0.032																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	27	1			1	0.033																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	28	1			1	0.043																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	29	1			1	0.044																																																																										
uerslekten	Sebastes	4	2020	1019	9	2216	6	166705	126175	30	1			1	0.039																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	1	1			1	0.047																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	2	1			1	0.043																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	3	1			1	0.042																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	4	1			1	0.044																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	5	1			1	0.048																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	6	1			1	0.041																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	7	1			1	0.035																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	8	1			1	0.03																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	9	1			1	0.054																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	10	1			1	0.039																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	11	1			1	0.037																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	12	1			1	0.042																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	13	1			1	0.046																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	14	1			1	0.06																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	15	1			1	0.043																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	16	1			1	0.04																																																																										
lodde	Mallotus villosus	4	2020	1019	9	2216	8	162035	126735	17	1			1	0.048																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	1	1			1	0.03																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	2	1			1	0.035																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	3	1			1	0.035																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	4	1			1	0.025																																																																										
gapeflyndre	Hippoglossoides platessoides	4	2020	1019	9	2216	9	172877	127137	5	1			1	0.04																																																																										
